China,#genre#
MBC Mokpo (목포 MBC) (720p),http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC Yeosu (여수 MBC) (1080p),https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
SBS JTV (406p),http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8
Shopping NT (720p),https://live.shoppingntmall.com/live/10011.m3u8
tvchosun2,http://onair2.cdn.tvchosun.com/origin2/_definst_/tvchosun_s3/playlist.m3u8
tvchosun,http://onair.cdn.tvchosun.com/origin1/_definst_/tvchosun_s1/playlist.m3u8
BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
EBSi,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
tvN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
tvN2,https://d21dxaer0ypwk1.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-a6m2cy2rylsvo-ssai-prd/54ac8e25_eb5a_4f10_ba20_ffb254f0a16c/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBC32000261J
tvN3,https://d25mdvvpht3395.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p8ea370fl7r4f-ssai-prd/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?
tvN5,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?tvN Movies
KBS世界,https://wms4-kortv.akamaized.net/a_live/63719963/smil:20ch011.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
JTV,http://61.85.197.53:1935/jtv_live/myStream/chunklist_w1542137203.m3u8
C,http://112.175.51.214:1935/live/myStream/playlist.m3u8
EBS少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/chunklist_w1965791004.m3u8
韩国EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8?zshijd
韩国EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?zshijd
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8
声优广播,http://www.uniqueradio.jp/agplayerf/hls/Active.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
BBS佛教广播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang Radio,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
BTN,http://btn.nowcdn.co.kr/btn/btnlive01/playlist.m3u8
CPBC,http://onair1.cpbc.co.kr:1935/tv/smil:live.smil/playlist.m3u8
EBS-KIDS,http://ebsonairios.ebs.co.kr/ebsutablet500k/_definst_/tablet500k/playlist.m3u8
GCN教会,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/chunklist.m3u8
MBN,http://mytv.dothome.co.kr/ch/catv/54.php
韩国音乐,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
伊朗-PBCTapeshTV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
韩国|Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8

法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
印度NDTV,https://ndtv24x7elemarchana.akamaized.net/hls/live/2003678/ndtv24x7/master.m3u8
SBS CJB (540p),http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
RNA,http://5ddfc48289114.streamlock.net/CHsoom/LIVE/playist.m3u8
KBS 1TV [Not 24/7],http://mytv.dothome.co.kr/ch/public/1.php
KBS 2TV [Not 24/7],http://mytv.dothome.co.kr/ch/public/3.php
KBS Drama (480p),http://mytv.dothome.co.kr/ch/catv/2.php
KBS Life (480p),http://mytv.dothome.co.kr/ch/catv/5.php
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8?
CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
ANTV,http://antvlive.ab5c6921.cdnviet.com/antv/chunklist.m3u8
QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8


北京卫视,http://113.26.251.182:8009/hls/30/index.m3u8
天津卫视,http://113.26.251.182:8009/hls/40/index.m3u8
东方卫视,http://113.26.251.182:8009/hls/29/index.m3u8
东南卫视,http://113.26.251.182:8009/hls/57/index.m3u8
广东卫视,http://113.26.251.182:8009/hls/48/index.m3u8
广西卫视,http://113.26.251.182:8009/hls/36/index.m3u8
深圳卫视,http://113.26.251.182:8009/hls/42/index.m3u8
江苏卫视,http://113.26.251.182:8009/hls/34/index.m3u8
江西卫视,http://113.26.251.182:8009/hls/49/index.m3u8
浙江卫视,http://113.26.251.182:8009/hls/35/index.m3u8
湖南卫视,http://113.26.251.182:8009/hls/31/index.m3u8
湖北卫视,http://113.26.251.182:8009/hls/39/index.m3u8
安徽卫视,http://113.26.251.182:8009/hls/50/index.m3u8
山东卫视,http://113.26.251.182:8009/hls/41/index.m3u8
山西卫视,http://113.26.251.182:8009/hls/19/index.m3u8
教育卫视,http://113.26.251.182:8009/hls/65/index.m3u8
河北卫视,http://113.26.251.182:8009/hls/45/index.m3u8
龙江卫视,http://113.26.251.182:8009/hls/44/index.m3u8
吉林卫视,http://113.26.251.182:8009/hls/46/index.m3u8
辽宁卫视,http://113.26.251.182:8009/hls/43/index.m3u8
云南卫视,http://113.26.251.182:8009/hls/33/index.m3u8
贵州卫视,http://113.26.251.182:8009/hls/37/index.m3u8
四川卫视,http://113.26.251.182:8009/hls/38/index.m3u8
重庆卫视,http://113.26.251.182:8009/hls/32/index.m3u8
甘肃卫视,http://113.26.251.182:8009/hls/51/index.m3u8
宁夏卫视,http://113.26.251.182:8009/hls/52/index.m3u8
青海卫视,http://113.26.251.182:8009/hls/53/index.m3u8
内蒙卫视,http://113.26.251.182:8009/hls/47/index.m3u8
西藏卫视,http://113.26.251.182:8009/hls/54/index.m3u8
新疆卫视,http://113.26.251.182:8009/hls/55/index.m3u8
卡酷少儿,http://113.26.251.182:8009/hls/61/index.m3u8
优漫卡通,http://113.26.251.182:8009/hls/60/index.m3u8
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
CCTV1综合,http://kouki.pro:8888/udp/239.49.8.129:6000
CCTV1综合,http://39.152.103.17:8089/tsfile/live/1000_1.m3u8
CCTV2财经,http://kouki.pro:8888/udp/239.49.8.50:9802
CCTV3综艺,http://kouki.pro:8888/udp/239.49.8.74:8000
CCTV4中文国际,http://kouki.pro:8888/udp/239.49.8.51:9806
CCTV4中文国际,http://39.152.103.17:8089/tsfile/live/1003_1.m3u8
CCTV4中文国际美洲,http://dsl1.oni2023.uk:8888/udp/239.253.43.121:5146
CCTV4中文国际美洲,http://baota.guangyuan.site:8188/udp/239.253.43.121:5146
CCTV4中文国际欧洲,http://dsl1.oni2023.uk:8888/udp/239.253.43.120:5146
CCTV5体育,http://kouki.pro:8888/udp/239.49.8.75:8000
CCTV5体育,http://nxb.yxhxy.top:7088/udp/239.49.8.75:8000
CCTV7国防军事,http://222.214.208.34:59901/tsfile/live/0007_1.m3u8
CCTV8电视剧,http://222.214.208.34:59901/tsfile/live/0008_1.m3u8
CCTV9纪录,http://kouki.pro:8888/udp/239.49.8.53:9814
CCTV9纪录,http://222.214.208.34:59901/tsfile/live/0009_1.m3u8
CCTV10科教,http://kouki.pro:8888/udp/239.49.8.54:9818
CCTV11科戏曲,http://222.214.208.34:59901/tsfile/live/0011_1.m3u8
CCTV12社会与法,http://112.123.243.37:50085/tsfile/live/0013_1.m3u8
CCTV12社会与法,http://222.214.208.34:59901/tsfile/live/0012_1.m3u8
CCTV13新闻,http://39.152.103.17:8089/tsfile/live/1012_1.m3u8
CCTV14少儿,http://222.214.208.34:59901/tsfile/live/0014_1.m3u8
CCTV15音乐,http://222.214.208.34:59901/tsfile/live/0015_1.m3u8
CCTV世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8
CCTV风云足球,http://hmfs.f3322.net:3388/hls/9/index.m3u8
CCTV风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8
CGTN俄语,https://russian-livews.CGTN.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd/playlist.m3u8
CGTN法语,https://francais-livews.CGTN.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN西语,https://espanol-liveali.CGTN.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN阿语,https://arabic-liveali.CGTN.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
海南卫视,http://vapi.91kds.cc/live1/hitv.m3u8?id=lyws&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
北京卡酷少儿,http://vapi.91kds.cc/live1/btv1.m3u8?id=btvkk&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
北京卡酷少儿,http://114.242.62.109:888/hls/26/index.m3u8
金鹰卡通,http://shuangyashan.coccc.online:65000/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://vapi.91kds.cc/live2/jsqx.m3u8?id=ymkt&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
浙江少儿,http://vapi.91kds.cc/live1/zjtv2.m3u8?id=zjtv8&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
河北少儿科教,http://vapi.91kds.cc/live1/hetv.m3u8?id=hese&apiKey=e9ed154875a88c5a5998f6f0d3bbcdf0
怀集音乐台,http://live.xmcdn.com:80/live/966/64.m3u8
清晨音乐台,http://live.xmcdn.com:80/live/1011/64.m3u8
音乐台,http://live.xmcdn.com:80/live/1427/64.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
广州电视4K,http://8.138.7.223/tv/gd.php?id=gz4k
广州电视4K,http://8.138.7.223/tv/gd.php?id=gztv5
一起看港剧,https://live.ottiptv.cc/douyu/5261342
港剧天地,https://live.ottiptv.cc/douyu/4290711
奇光港剧,https://live.ottiptv.cc/douyu/11849873
经典邵氏,https://live.ottiptv.cc/douyu/4246519
奇光剧场,https://live.ottiptv.cc/douyu/8009547
斗鱼港剧,https://live.ottiptv.cc/douyu/9548850
橙记港剧,https://live.ottiptv.cc/douyu/4549169
港剧天地,https://live.ottiptv.cc/douyu/5522351
小毅剧场,https://live.ottiptv.cc/douyu/6906628


Hongkong,#genre#
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY剧集台,http://cdn.163189.xyz/163189/hoyjj
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门莲花,http://cdn6.163189.xyz/163189/amlh
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间,http://cdn6.163189.xyz/163189/8tv
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
无线新闻台, http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河, http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
千禧经典台, http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
HOY资讯台,http://php.jdshipin.com:8880/smt.php?id=hoycaijing_twn
天映频道, http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB生活台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbsh
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
NOW新闻台,https://cdn.163189.xyz/163189/now
翡翠台4K,https://cdn6.163189.xyz/163189/fct4k
翡翠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=fct
明珠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=mzt
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
CCTV13,http://cdn3.163189.xyz/163189/cctv13
第一财经,http://cdn3.163189.xyz/163189/dycj
五星体育,http://cdn3.163189.xyz/163189/wxty
海峡卫视,http://cdn3.163189.xyz/163189/hxws
TVB星河国语,http://cdn10.163189.xyz/163189/xinghe



